Geneid,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1 ,Control_Sample2 ,Control_Sample3
ENSMUSG00000031133,1426,747,1147,687,619,924
ENSMUSG00000080983,0,0,0,0,0,0
ENSMUSG00000000037,38,0,0,0,0,0
ENSMUSG00000108981,0,0,0,0,0,0
ENSMUSG00000081845,0,0,0,0,0,0
ENSMUSG00000043518,0,0,0,0,0,0
ENSMUSG00000087571,0,0,0,0,0,0
ENSMUSG00000121458,0,0,0,0,0,0
ENSMUSG00000055555,0,0,0,0,0,0
ENSMUSG00000081937,0,0,0,0,0,0
ENSMUSG00000083278,0,0,0,0,0,0
ENSMUSG00000080968,4,0,1,26,2,1
ENSMUSG00000083428,0,0,0,0,0,0
ENSMUSG00000086711,0,0,0,0,0,0
ENSMUSG00000081119,0,0,0,0,0,0
ENSMUSG00000118439,0,0,67,19,0,0
ENSMUSG00000017057,219,109,99,51,0,122
ENSMUSG00000036699,0,0,0,0,0,0
ENSMUSG00000083130,0,0,0,0,0,0
ENSMUSG00000081159,0,0,0,0,0,0
ENSMUSG00000083755,0,0,0,0,0,0
ENSMUSG00000016239,469,359,679,438,298,464
ENSMUSG00000119926,70,1,0,19,174,5
ENSMUSG00000081407,0,0,0,0,0,0
ENSMUSG00002075949,0,0,0,0,0,0
ENSMUSG00000079642,0,0,0,0,0,0
ENSMUSG00000065031,0,0,0,0,0,0
ENSMUSG00000091556,0,0,0,0,0,0
ENSMUSG00002075022,0,0,0,0,0,0
ENSMUSG00002075986,0,0,0,0,0,0
ENSMUSG00000000838,288,351,401,107,319,204
ENSMUSG00002076413,0,27,0,0,0,0
ENSMUSG00000062170,0,0,0,0,0,2
ENSMUSG00000083046,0,1,0,0,0,0
ENSMUSG00000071748,24,1,41,2,37,11
ENSMUSG00000056815,0,0,0,0,0,0
ENSMUSG00000082228,0,0,0,0,0,0
ENSMUSG00000065689,0,0,0,0,0,0
ENSMUSG00000086676,0,0,0,0,0,0
ENSMUSG00000031189,21,30,0,0,29,0
ENSMUSG00000082926,0,0,0,0,0,1
ENSMUSG00000100511,0,0,0,0,0,0
ENSMUSG00000059690,0,0,0,0,0,0
ENSMUSG00000035847,771,1103,1628,749,863,1394
ENSMUSG00000058670,0,0,0,0,0,0
ENSMUSG00000088282,0,0,0,0,0,0
ENSMUSG00000082772,0,0,0,0,0,0
ENSMUSG00000081639,0,0,0,0,0,0
ENSMUSG00000082690,0,0,0,0,0,0
ENSMUSG00000089372,0,0,0,0,0,0
ENSMUSG00002076322,0,0,0,0,0,0
ENSMUSG00000082382,0,0,0,0,0,0
ENSMUSG00000043569,0,0,0,0,0,0
ENSMUSG00000119321,0,0,0,0,0,0
ENSMUSG00000083250,0,0,0,0,0,0
ENSMUSG00000081739,0,0,0,0,0,13
ENSMUSG00000082126,0,0,0,0,0,0
ENSMUSG00000085722,0,0,0,0,0,0
ENSMUSG00000103504,0,0,0,0,0,0
ENSMUSG00002075700,0,0,0,0,0,0
ENSMUSG00000065898,0,0,0,0,0,0
ENSMUSG00000086244,0,0,0,0,0,0
ENSMUSG00000089284,0,0,0,0,0,0
ENSMUSG00002075379,0,0,0,0,0,0
ENSMUSG00000084337,0,0,0,0,0,0
ENSMUSG00000081900,0,0,0,0,0,0
ENSMUSG00000052854,0,0,0,0,0,0
ENSMUSG00000031271,0,0,0,0,0,0
ENSMUSG00000031270,0,0,0,0,0,0
ENSMUSG00000042525,0,0,0,0,0,0
ENSMUSG00000083180,0,0,0,0,0,0
ENSMUSG00000042515,0,0,0,0,0,0
ENSMUSG00000086807,0,0,0,0,0,0
ENSMUSG00000081869,0,0,0,0,0,0
ENSMUSG00000051257,0,0,0,0,0,0
ENSMUSG00000084205,0,0,0,0,0,0
ENSMUSG00000082125,0,0,0,0,0,0
ENSMUSG00000031194,0,0,0,0,0,0
ENSMUSG00000085757,0,0,0,0,0,0
ENSMUSG00000081001,0,0,0,0,0,0
ENSMUSG00000081765,0,0,0,0,0,0
ENSMUSG00000087587,0,0,0,0,0,0
ENSMUSG00000065716,0,0,0,0,0,0
ENSMUSG00000055357,0,0,0,0,0,0
ENSMUSG00000072844,164,183,177,108,162,75
ENSMUSG00000087263,67,124,58,48,84,30
ENSMUSG00000086695,0,1,1,51,10,0
ENSMUSG00000121571,0,0,0,0,0,0
ENSMUSG00000065602,0,0,0,10,0,0
ENSMUSG00000065536,0,0,0,0,0,0
ENSMUSG00000082778,2,0,0,8,0,0
ENSMUSG00002076803,0,0,0,0,0,0
ENSMUSG00000025260,199,106,124,160,77,123
ENSMUSG00000025257,0,0,12,43,10,0
ENSMUSG00000041133,735,854,706,639,686,706
ENSMUSG00000083474,13,0,31,0,0,1
ENSMUSG00000081306,0,0,0,0,0,0
ENSMUSG00000087403,371,355,357,186,292,442
ENSMUSG00000041096,133,140,211,205,146,101
ENSMUSG00000056679,0,0,0,0,0,0
ENSMUSG00000041115,274,170,426,115,39,316
ENSMUSG00000082121,0,0,0,0,0,0
ENSMUSG00000084361,0,0,0,0,0,0
ENSMUSG00000081897,0,0,0,0,0,0
ENSMUSG00000083200,0,0,0,0,0,0
ENSMUSG00000119616,0,0,0,0,0,0
ENSMUSG00000041718,139,10,198,1,99,103
ENSMUSG00000080922,0,0,0,0,0,0
ENSMUSG00000084944,0,0,0,0,0,0
ENSMUSG00000031351,0,0,0,0,0,0
ENSMUSG00000089357,0,0,0,0,0,0
ENSMUSG00000050424,0,0,0,0,0,0
ENSMUSG00000109025,0,0,0,0,0,0
ENSMUSG00000046287,0,0,0,1,0,0
ENSMUSG00000079845,0,0,52,1,19,21
ENSMUSG00000057836,0,0,2,0,0,0
ENSMUSG00000092255,0,0,0,0,0,0
ENSMUSG00000067771,0,0,0,0,0,0
ENSMUSG00000071745,0,0,0,0,0,0
ENSMUSG00000072479,0,0,0,0,0,0
ENSMUSG00000079566,0,0,0,0,0,0
ENSMUSG00000073125,0,32,26,24,0,26
ENSMUSG00000067768,27,0,0,0,7,46
ENSMUSG00000078317,44,35,0,0,0,29
ENSMUSG00000031362,0,0,0,0,0,24
ENSMUSG00000058147,2,1,0,0,0,0
ENSMUSG00000080952,0,0,0,0,0,0
ENSMUSG00000072249,0,0,0,0,0,0
ENSMUSG00000081959,0,0,0,0,0,0
ENSMUSG00000083123,0,0,0,0,0,0
ENSMUSG00000045797,0,0,0,0,0,0
ENSMUSG00000087021,0,0,0,0,0,0
ENSMUSG00000047344,19,22,28,47,0,35
ENSMUSG00000079694,0,0,0,0,0,0
ENSMUSG00000015342,107,32,79,28,27,4
ENSMUSG00000100200,0,0,0,0,0,0
ENSMUSG00000065155,0,0,0,0,0,0
ENSMUSG00000083670,3,20,7,1,1,1
ENSMUSG00000083608,0,0,0,0,0,0
ENSMUSG00000100448,0,0,0,0,0,0
ENSMUSG00000015340,13450,12543,10750,8584,9320,9392
ENSMUSG00000089205,0,0,0,0,0,0
ENSMUSG00000088839,0,0,0,0,0,0
ENSMUSG00000081806,0,0,0,0,0,0
ENSMUSG00000081943,0,0,0,0,0,0
ENSMUSG00000031297,0,15,0,0,0,0
ENSMUSG00000046032,597,292,568,240,332,585
ENSMUSG00000088114,0,0,0,0,0,0
ENSMUSG00000083781,0,0,0,0,0,0
ENSMUSG00000077303,0,0,0,0,0,1
ENSMUSG00000042903,112,23,83,30,42,63
ENSMUSG00000090141,26,0,0,20,0,39
ENSMUSG00000031304,1142,1249,735,885,643,1200
ENSMUSG00000079487,945,513,1041,576,640,955
ENSMUSG00000096056,0,0,0,26,55,0
ENSMUSG00000031302,0,0,0,0,0,0
ENSMUSG00000120504,0,0,0,0,0,0
ENSMUSG00000047797,0,0,0,2,0,0
ENSMUSG00000031310,249,82,148,118,126,48
ENSMUSG00000031311,1345,1117,1495,833,732,890
ENSMUSG00000031312,0,0,0,0,0,40
ENSMUSG00000083897,0,0,0,0,0,0
ENSMUSG00000081674,0,0,0,0,0,0
ENSMUSG00000120836,0,0,0,0,0,0
ENSMUSG00000121530,0,0,0,0,0,0
ENSMUSG00000118418,0,0,0,0,0,0
ENSMUSG00000031156,78,105,63,48,109,78
ENSMUSG00000031157,121,163,157,75,95,185
ENSMUSG00000039278,0,0,0,0,0,0
ENSMUSG00000031160,0,0,0,0,0,0
ENSMUSG00000031161,117,146,101,51,137,53
ENSMUSG00000082054,0,0,0,0,0,0
ENSMUSG00000031162,0,0,0,0,0,0
ENSMUSG00000031163,0,0,19,0,0,0
ENSMUSG00000083518,0,0,0,0,0,0
ENSMUSG00000080877,0,0,1,0,0,1
ENSMUSG00000082404,0,0,0,0,0,0
ENSMUSG00000068243,0,0,0,0,0,0
ENSMUSG00000031158,45,36,0,0,0,26
ENSMUSG00000065648,0,0,0,0,0,0
ENSMUSG00000094802,0,0,0,0,0,0
ENSMUSG00000094577,0,0,0,0,0,0
ENSMUSG00000121587,0,0,0,0,0,0
ENSMUSG00000096867,0,0,0,0,0,0
ENSMUSG00000094427,0,0,0,0,0,0
ENSMUSG00000095065,0,0,0,0,0,0
ENSMUSG00000094592,0,0,0,0,0,0
ENSMUSG00000093899,0,0,0,0,0,0
ENSMUSG00000094118,0,0,0,0,0,0
ENSMUSG00000082751,0,0,0,0,0,0
ENSMUSG00000082462,0,0,0,0,0,0
ENSMUSG00000083978,0,0,0,0,0,0
ENSMUSG00000081870,0,0,0,0,0,0
ENSMUSG00000081502,0,0,0,0,0,0
ENSMUSG00000082584,0,0,0,0,0,0
ENSMUSG00000025051,0,0,0,0,0,0
ENSMUSG00000072888,0,0,0,0,0,0
ENSMUSG00000059663,0,0,0,0,0,0
ENSMUSG00000081812,0,0,0,0,0,0
ENSMUSG00000068113,0,0,0,0,0,0
ENSMUSG00000090102,0,0,0,0,0,0
ENSMUSG00002076901,0,0,0,0,0,0
ENSMUSG00000083099,0,0,0,0,0,0
ENSMUSG00000082675,29,2,1,23,0,12
ENSMUSG00000082890,0,0,0,0,0,0
ENSMUSG00000042271,274,379,155,191,103,293
ENSMUSG00000083311,1,0,0,2,1,0
ENSMUSG00000090122,0,0,0,0,0,0
ENSMUSG00000031278,2013,1672,1993,1171,1632,1854
ENSMUSG00000082929,0,0,0,0,0,0
ENSMUSG00000071680,0,0,0,0,0,0
ENSMUSG00000082546,0,0,0,0,0,0
ENSMUSG00000082752,0,0,0,0,0,0
ENSMUSG00000083037,0,0,0,0,0,0
ENSMUSG00000083392,0,0,0,0,2,0
ENSMUSG00000082669,0,0,0,0,0,0
ENSMUSG00000095770,0,0,0,0,0,0
ENSMUSG00000118402,0,0,0,0,0,0
ENSMUSG00000114897,0,0,0,0,0,0
ENSMUSG00000096194,0,0,0,0,0,0
ENSMUSG00000094391,0,0,0,0,0,0
ENSMUSG00000095754,0,0,0,0,0,0
ENSMUSG00000118441,0,0,0,0,0,0
ENSMUSG00000086580,0,0,0,0,0,0
ENSMUSG00000086906,0,0,0,0,0,0
ENSMUSG00000118465,0,0,0,0,0,0
ENSMUSG00000096645,0,0,0,0,0,0
ENSMUSG00000118431,0,0,0,0,0,0
ENSMUSG00000034555,0,0,0,0,0,0
ENSMUSG00000109156,0,0,0,0,0,0
ENSMUSG00000079460,0,0,0,0,0,0
ENSMUSG00000082358,0,0,0,0,0,0
ENSMUSG00000081286,0,0,0,0,0,0
ENSMUSG00000057439,0,0,0,0,0,0
ENSMUSG00000082021,0,0,0,0,0,0
ENSMUSG00000031424,0,0,0,0,0,0
ENSMUSG00000083828,0,0,0,0,0,0
ENSMUSG00000082504,0,0,0,0,0,0
ENSMUSG00000095702,0,0,0,0,0,0
ENSMUSG00000082421,0,0,0,0,0,0
ENSMUSG00000044550,0,0,0,0,0,0
ENSMUSG00000089996,0,0,0,0,0,0
ENSMUSG00000082129,0,0,0,0,0,0
ENSMUSG00000079699,0,0,0,0,0,0
ENSMUSG00000052364,0,0,18,0,1,0
ENSMUSG00000082198,0,0,0,0,0,0
ENSMUSG00000081381,0,0,0,0,0,0
ENSMUSG00000083871,0,0,0,0,0,0
ENSMUSG00000080051,0,0,0,0,0,0
ENSMUSG00000078208,0,0,0,0,0,0
ENSMUSG00000081020,0,0,0,0,0,0
ENSMUSG00000060685,0,0,0,0,0,0
ENSMUSG00000087584,0,0,0,0,0,0
ENSMUSG00000078206,0,0,0,0,0,0
ENSMUSG00000083468,1,0,0,3,5,0
ENSMUSG00000082222,0,0,0,0,0,0
ENSMUSG00000071815,0,0,0,0,0,0
ENSMUSG00000086518,0,0,0,0,0,0
ENSMUSG00000083714,0,0,0,0,0,0
ENSMUSG00000080050,0,0,0,0,0,0
ENSMUSG00000068219,0,0,0,0,0,0
ENSMUSG00000079705,0,0,0,0,0,0
ENSMUSG00000079702,0,0,0,0,0,0
ENSMUSG00000079701,0,0,0,0,0,0
ENSMUSG00000080897,0,0,0,0,0,0
ENSMUSG00000081410,0,0,0,0,0,0
ENSMUSG00000082496,0,0,0,0,0,0
ENSMUSG00000082458,0,0,0,0,0,16
ENSMUSG00000079703,0,0,0,0,0,0
ENSMUSG00000035371,0,0,0,0,0,0
ENSMUSG00000068218,0,0,0,0,0,0
ENSMUSG00000023165,0,0,0,0,0,0
ENSMUSG00000079704,0,0,0,0,0,0
ENSMUSG00000071816,0,0,0,0,0,18
ENSMUSG00000079697,3,8,65,0,0,0
ENSMUSG00000080834,0,0,0,0,0,0
ENSMUSG00000061778,470,476,317,196,341,442
ENSMUSG00000047757,58,0,1,55,0,0
ENSMUSG00000079395,0,0,0,0,0,0
ENSMUSG00000082856,0,0,0,0,0,0
ENSMUSG00000084112,0,0,0,0,0,0
ENSMUSG00000095627,0,0,0,0,0,0
ENSMUSG00000079374,0,0,0,0,0,0
ENSMUSG00000080071,0,0,0,0,0,0
ENSMUSG00000082995,0,0,0,0,0,0
ENSMUSG00000083256,0,0,0,0,0,0
ENSMUSG00000079387,0,0,0,0,0,0
ENSMUSG00000094712,0,0,0,0,0,0
ENSMUSG00000095994,0,0,0,0,0,0
ENSMUSG00000083778,0,0,0,0,0,0
ENSMUSG00000081463,14,0,28,0,24,0
ENSMUSG00000042225,272,193,146,118,209,0
ENSMUSG00002076851,0,0,0,0,0,0
ENSMUSG00000085584,0,0,0,0,0,0
ENSMUSG00000083089,0,0,0,0,0,0
ENSMUSG00000118509,0,0,0,0,0,0
ENSMUSG00000001127,393,373,336,319,109,548
ENSMUSG00000118865,0,0,0,0,0,0
ENSMUSG00002075646,0,0,0,0,0,0
ENSMUSG00000082393,0,0,0,0,0,0
ENSMUSG00000037217,38,187,43,59,114,34
ENSMUSG00000093408,0,0,0,0,0,0
ENSMUSG00000001131,43,0,1,0,0,0
ENSMUSG00000080757,0,0,0,0,0,0
ENSMUSG00000001128,228,166,161,113,328,277
ENSMUSG00000009406,119,101,172,88,139,147
ENSMUSG00000001134,16,0,51,76,1,0
ENSMUSG00000086877,33,0,9,21,25,0
ENSMUSG00000054737,221,243,232,136,151,121
ENSMUSG00000037167,0,0,0,0,0,0
ENSMUSG00000031079,0,26,0,0,0,0
ENSMUSG00000062814,0,0,0,0,0,0
ENSMUSG00000083892,1,1,0,0,1,0
ENSMUSG00000087586,0,0,0,0,0,0
ENSMUSG00000068122,0,0,0,0,0,0
ENSMUSG00000077430,0,0,0,0,0,0
ENSMUSG00000081641,0,0,0,0,0,0
ENSMUSG00000087358,0,0,0,0,0,0
ENSMUSG00000031148,145,267,438,226,305,250
ENSMUSG00000039382,0,30,40,0,30,0
ENSMUSG00000109493,0,0,0,0,0,0
ENSMUSG00000031149,9,44,64,3,32,16
ENSMUSG00000031150,28,20,0,1,26,27
ENSMUSG00000082617,1,0,0,0,0,0
ENSMUSG00000000134,938,659,940,830,599,1047
ENSMUSG00000031153,1254,687,895,700,659,859
ENSMUSG00000080645,0,0,0,0,0,0
ENSMUSG00000009731,34,0,0,0,0,0
ENSMUSG00000031154,395,350,385,211,389,305
ENSMUSG00000031155,29,32,1,20,23,0
ENSMUSG00000094276,0,0,0,0,0,0
ENSMUSG00000121606,0,0,16,35,0,1
ENSMUSG00000093806,0,0,0,0,0,0
ENSMUSG00000121607,27,35,12,122,132,45
ENSMUSG00000062949,627,487,882,460,734,451
ENSMUSG00000119039,0,0,0,0,0,0
ENSMUSG00000070081,0,0,0,0,0,0
ENSMUSG00000079583,0,0,0,0,0,0
ENSMUSG00000120414,0,0,0,0,0,0
ENSMUSG00000067764,0,0,0,0,0,0
ENSMUSG00000082629,0,0,0,0,0,0
ENSMUSG00000081253,0,0,0,0,0,0
ENSMUSG00000109368,0,0,0,0,0,0
ENSMUSG00000031365,590,790,865,374,540,551
ENSMUSG00000096966,0,0,0,0,0,0
ENSMUSG00000097110,0,0,0,0,0,0
ENSMUSG00000103141,0,0,0,0,0,0
ENSMUSG00000031374,0,0,0,0,0,0
ENSMUSG00000031372,0,0,0,0,0,0
ENSMUSG00000031371,32,21,25,92,69,37
ENSMUSG00000031375,0,0,0,0,0,0
ENSMUSG00000031376,24,0,0,0,0,0
ENSMUSG00000118463,0,0,0,0,0,0
ENSMUSG00000031383,30,0,7,24,0,23
ENSMUSG00000002012,0,0,0,0,0,0
ENSMUSG00000019558,1663,1714,1589,1308,1361,1620
ENSMUSG00000002015,648,515,460,360,249,341
ENSMUSG00000031378,481,433,728,275,420,534
ENSMUSG00000088823,0,0,0,0,0,0
ENSMUSG00000031385,36,0,0,0,0,0
ENSMUSG00000002007,23,0,1,21,0,0
ENSMUSG00000002010,323,521,342,290,277,416
ENSMUSG00000002014,281,265,257,150,96,213
ENSMUSG00000002006,98,51,0,0,25,18
ENSMUSG00000085669,0,0,0,0,0,0
ENSMUSG00000064536,0,0,0,0,0,0
ENSMUSG00000031391,165,127,381,160,233,325
ENSMUSG00000031389,291,155,150,221,256,179
ENSMUSG00000031390,0,0,17,0,0,0
ENSMUSG00000031388,51,55,86,13,2,0
ENSMUSG00000031387,300,270,295,276,160,307
ENSMUSG00000031386,1437,1243,1477,1002,1123,979
ENSMUSG00000120229,28,10,0,0,0,0
ENSMUSG00000080829,0,0,0,0,12,0
ENSMUSG00000031392,703,600,518,499,631,548
ENSMUSG00000092907,0,0,0,0,0,0
ENSMUSG00000076127,0,0,0,0,0,0
ENSMUSG00000031393,1019,669,970,843,591,772
ENSMUSG00000031394,0,0,0,0,0,0
ENSMUSG00000081118,0,0,0,0,0,0
ENSMUSG00000062564,0,0,0,0,0,0
ENSMUSG00000084131,2,0,8,4,1,30
ENSMUSG00000031397,0,0,0,0,0,0
ENSMUSG00000031328,9440,8495,9712,6916,8853,8897
ENSMUSG00000001964,183,217,315,174,82,267
ENSMUSG00000081375,0,0,0,0,0,0
ENSMUSG00000008682,2394,2286,3171,1826,1580,2284
ENSMUSG00000119320,0,0,0,0,0,0
ENSMUSG00000019088,1184,770,952,635,939,924
ENSMUSG00000099226,0,0,1,0,0,0
ENSMUSG00000084271,0,0,64,0,0,24
ENSMUSG00000009995,197,145,195,159,204,92
ENSMUSG00000019087,3046,2258,2977,1668,1227,1761
ENSMUSG00000015291,582,731,980,717,612,577
ENSMUSG00000001962,264,277,152,116,371,239
ENSMUSG00000106409,0,0,0,0,0,0
ENSMUSG00000031398,0,0,40,41,17,0
ENSMUSG00000015289,55,150,0,0,7,45
ENSMUSG00000015290,68,69,77,64,46,97
ENSMUSG00000032806,184,94,172,176,52,87
ENSMUSG00000031399,36,165,104,45,27,46
ENSMUSG00000080874,0,0,0,0,0,0
ENSMUSG00002076841,0,0,0,0,0,0
ENSMUSG00000049536,0,30,42,0,0,0
ENSMUSG00000031422,636,390,773,465,585,639
ENSMUSG00000087368,1,41,30,0,0,14
ENSMUSG00000018595,32,0,23,0,29,0
ENSMUSG00000082214,0,0,0,0,0,0
ENSMUSG00000031425,0,0,0,31,0,0
ENSMUSG00000044348,0,24,31,28,0,43
ENSMUSG00000042595,200,47,167,286,132,187
ENSMUSG00000089191,0,0,0,0,0,0
ENSMUSG00000080718,0,0,0,0,0,0
ENSMUSG00000084086,0,0,0,0,0,0
ENSMUSG00000081938,0,0,0,0,0,0
ENSMUSG00000095988,0,0,0,0,0,0
ENSMUSG00000095591,0,0,0,0,0,0
ENSMUSG00000082011,0,0,0,0,0,0
ENSMUSG00000083493,0,0,0,0,0,0
ENSMUSG00000023443,0,0,0,0,0,0
ENSMUSG00000082696,0,0,0,0,0,0
ENSMUSG00000081349,0,0,0,0,0,0
ENSMUSG00002075811,0,0,0,0,0,0
ENSMUSG00000082955,0,0,0,0,0,0
ENSMUSG00000031283,0,0,0,2,0,0
ENSMUSG00000088047,0,0,0,0,0,0
ENSMUSG00000035299,187,281,47,244,240,222
ENSMUSG00000025246,440,323,486,254,184,586
ENSMUSG00002076902,0,0,0,0,0,25
ENSMUSG00000087152,0,0,0,0,0,0
ENSMUSG00000081358,0,0,0,0,0,0
ENSMUSG00000082842,0,0,0,0,0,0
ENSMUSG00000081164,0,1,0,0,0,0
ENSMUSG00000035725,752,776,1210,668,747,842
ENSMUSG00000085973,0,0,0,0,0,0
ENSMUSG00000000003,0,0,0,0,0,0
ENSMUSG00000079522,0,0,0,0,0,0
ENSMUSG00000044121,0,0,0,0,0,0
ENSMUSG00000121609,0,0,0,0,0,0
ENSMUSG00000082635,0,0,0,0,0,0
ENSMUSG00000081781,0,0,0,0,0,0
ENSMUSG00000080890,0,0,0,0,0,0
ENSMUSG00000067684,0,17,0,0,0,0
ENSMUSG00000079521,0,0,0,0,0,0
ENSMUSG00000119692,0,0,0,0,0,0
ENSMUSG00000082657,0,0,0,0,0,0
ENSMUSG00000031344,0,0,0,22,0,0
ENSMUSG00000031347,150,100,41,50,44,157
ENSMUSG00000031349,375,331,287,70,54,167
ENSMUSG00000083019,0,0,0,0,0,0
ENSMUSG00000121614,0,0,0,0,0,0
ENSMUSG00000118488,0,0,0,0,0,0
ENSMUSG00000121620,0,0,0,0,0,0
ENSMUSG00000048592,0,0,0,0,0,0
ENSMUSG00000121627,0,0,0,0,0,0
ENSMUSG00000055700,0,0,0,0,0,0
ENSMUSG00000121636,0,0,0,0,0,0
ENSMUSG00000093916,0,0,0,0,0,0
ENSMUSG00000121638,0,0,0,0,0,0
ENSMUSG00000087235,0,0,0,0,0,0
ENSMUSG00000121665,0,0,0,0,0,0
ENSMUSG00000087569,0,0,0,0,0,0
ENSMUSG00000121666,0,0,0,0,0,0
ENSMUSG00000086996,0,0,0,0,0,0
ENSMUSG00000121732,0,0,0,0,0,0
ENSMUSG00000045217,0,0,0,0,0,0
ENSMUSG00000121742,0,0,0,0,0,0
ENSMUSG00000052025,0,0,0,0,0,0
ENSMUSG00000121751,0,0,0,0,0,0
ENSMUSG00000095597,0,0,0,0,0,0
ENSMUSG00000121769,0,0,0,0,0,0
ENSMUSG00000068173,0,0,0,0,0,0
ENSMUSG00000121800,0,0,0,0,0,0
ENSMUSG00000098348,0,0,0,0,0,0
ENSMUSG00000121801,0,0,0,0,0,0
ENSMUSG00000062791,0,0,0,0,0,0
ENSMUSG00000121811,0,0,0,0,0,0
ENSMUSG00000049815,0,0,0,0,0,0
ENSMUSG00000121812,0,0,0,0,0,0
ENSMUSG00000118452,0,0,0,0,0,0
ENSMUSG00000121827,0,0,0,0,0,0
ENSMUSG00000051537,0,0,0,0,0,0
ENSMUSG00000121832,0,0,0,0,0,0
ENSMUSG00000086540,0,0,0,0,0,0
ENSMUSG00000121874,0,0,0,0,0,0
ENSMUSG00000090089,0,0,0,0,0,0
ENSMUSG00000121882,0,0,0,0,0,0
ENSMUSG00000095240,0,0,0,0,0,0
ENSMUSG00000121885,0,0,0,0,0,0
ENSMUSG00000079619,0,0,0,0,0,0
ENSMUSG00000121886,0,0,0,0,0,0
ENSMUSG00000071753,0,0,0,0,0,0
ENSMUSG00000081044,0,0,0,0,0,0
ENSMUSG00000034755,0,0,10,0,0,0
ENSMUSG00000034480,1313,1084,1637,921,1092,1262
ENSMUSG00000096834,0,0,0,0,0,0
ENSMUSG00000041245,9,0,0,12,0,0
ENSMUSG00000095562,865,518,253,26,8,44
ENSMUSG00000121394,0,0,0,0,0,0
ENSMUSG00000081323,0,0,0,0,0,0
ENSMUSG00000087401,0,0,0,0,0,0
ENSMUSG00000118604,0,0,0,0,0,0
ENSMUSG00000118608,0,0,0,0,0,0
ENSMUSG00000082092,0,0,0,0,0,0
ENSMUSG00000083343,0,0,0,0,0,0
ENSMUSG00000080910,0,0,0,0,0,0
ENSMUSG00000083158,0,0,0,0,0,0
ENSMUSG00000057615,0,0,0,0,0,0
ENSMUSG00000050900,40,17,0,78,0,27
ENSMUSG00000082467,26,0,0,0,0,0
ENSMUSG00000121754,0,0,0,0,0,0
ENSMUSG00000080774,0,0,0,0,0,0
ENSMUSG00000086524,0,0,0,0,0,0
ENSMUSG00000084341,0,0,0,0,0,0
ENSMUSG00000081567,0,0,0,0,0,0
ENSMUSG00000048949,33,87,161,30,179,53
ENSMUSG00000121861,0,0,0,0,0,0
ENSMUSG00000082229,0,0,0,0,0,0
ENSMUSG00000083763,0,0,0,0,0,0
ENSMUSG00000031325,0,0,0,0,0,0
ENSMUSG00000080886,0,0,0,0,0,0
ENSMUSG00000098023,0,0,0,0,0,0
ENSMUSG00000083805,0,0,0,0,0,0
ENSMUSG00000083711,0,0,0,0,0,0
ENSMUSG00000031326,0,0,0,0,0,0
ENSMUSG00000081280,0,0,0,0,0,0
ENSMUSG00000031327,0,0,0,0,0,0
ENSMUSG00000097953,0,0,0,0,0,0
ENSMUSG00000031329,0,0,0,0,0,0
ENSMUSG00000098078,0,0,0,0,0,0
ENSMUSG00000085715,0,0,0,0,0,0
ENSMUSG00000086503,0,0,0,0,0,0
ENSMUSG00002075825,0,0,0,0,0,0
ENSMUSG00002076282,0,0,0,0,0,0
ENSMUSG00002075094,0,0,0,0,0,0
ENSMUSG00000083502,0,0,0,0,0,0
ENSMUSG00000082746,0,0,0,50,0,3
ENSMUSG00002075130,0,0,0,0,0,0
ENSMUSG00000082383,0,0,30,0,0,0
ENSMUSG00000082812,0,0,9,0,0,0
ENSMUSG00000043661,0,0,0,0,0,0
ENSMUSG00000081004,0,0,0,0,0,0
ENSMUSG00000121608,0,11,2,0,39,21
ENSMUSG00000121914,0,0,4,2,0,4
ENSMUSG00000102846,0,0,0,0,0,0
ENSMUSG00000105797,0,0,0,19,0,0
ENSMUSG00000037531,0,38,18,2,56,1
ENSMUSG00000089269,0,0,0,0,0,0
ENSMUSG00000104785,0,0,0,0,0,0
ENSMUSG00000047676,12,42,48,16,34,27
ENSMUSG00000105779,2,0,0,0,0,0
ENSMUSG00000105190,0,0,0,0,0,0
ENSMUSG00000092830,0,0,0,0,0,0
ENSMUSG00000105125,0,0,0,0,0,0
ENSMUSG00000105425,0,0,0,0,0,0
ENSMUSG00000104816,0,0,0,0,0,0
ENSMUSG00000105401,19,0,0,0,0,0
ENSMUSG00000039167,0,0,1,0,0,0
ENSMUSG00000027673,84,125,56,64,110,185
ENSMUSG00000118687,0,0,0,0,0,0
ENSMUSG00000054414,439,589,618,358,275,389
ENSMUSG00000028037,0,0,0,0,0,0
ENSMUSG00000089261,0,0,25,0,0,0
ENSMUSG00000039146,0,0,0,0,0,0
ENSMUSG00000028036,0,0,0,38,0,0
ENSMUSG00000105403,0,0,0,0,0,0
ENSMUSG00000104909,0,0,0,0,0,0
ENSMUSG00000087997,0,0,0,0,0,0
ENSMUSG00000104770,0,0,0,0,0,0
ENSMUSG00000104725,0,0,0,0,0,0
ENSMUSG00000104659,0,0,0,0,0,0
ENSMUSG00000105035,0,0,0,0,0,0
ENSMUSG00000056900,1,0,0,0,0,27
ENSMUSG00000081883,0,0,0,0,0,0
ENSMUSG00000104283,0,0,0,0,0,0
ENSMUSG00000027963,98,132,109,36,44,0
ENSMUSG00000119256,0,0,0,0,0,0
ENSMUSG00000039131,18,0,61,0,0,38
