Gene Name,Model Confidence
CJI97_003482,0.9999999999999996
CJI97_001121,0.9999999979669347
CJI97_001024,0.9999999739418719
CJI97_002738,0.9999999720668135
CJI97_002447,0.9999999685705779
CJI97_002448,0.9999999570118817
CJI97_000794,0.999999956800688
CJI97_004706,0.9999999541515713
CJI97_002154,0.9999997838263254
CJI97_003358,0.9999994239400155
CJI97_004416,0.9999988407851896
CJI97_001781,0.9999984905340417
CJI97_001096,0.9999981651318343
CJI97_002909,0.9999980967393094
CJI97_002998,0.9999979076848016
CJI97_003334,0.9999954977009714
CJI97_000599,0.9999943333136269
CJI97_002681,0.9999918646777434
CJI97_004632,0.9999848751931522
CJI97_000245,0.9999719866863969
CJI97_003362,0.9999555288715368
CJI97_005505,0.9999538812734765
CJI97_005057,0.9999534336094954
CJI97_001795,0.9999517075504221
CJI97_004150,0.9999022165544075
CJI97_002102,0.9998623688506079
CJI97_001190,0.9998101713840624
CJI97_005582,0.9997998227055176
CJI97_004230,0.9997909787928017
CJI97_001052,0.9997822861083695
CJI97_003971,0.9997610036757396
CJI97_000795,0.9997585814321813
CJI97_003072,0.9997336455114658
CJI97_001554,0.99967778701249
CJI97_004031,0.9996121635075043
CJI97_004571,0.9996040281061128
CJI97_004670,0.999427709794452
CJI97_000847,0.9993470724972368
CJI97_000957,0.9993243045407085
CJI97_002739,0.9992753882293103
CJI97_001932,0.9989840360547637
CJI97_001992,0.9989708964853528
CJI97_004538,0.9988456431372382
CJI97_003545,0.9986577017848791
CJI97_002204,0.9984643245383523
CJI97_005239,0.9982522771832715
CJI97_000024,0.9982311403261573
CJI97_002218,0.9981476839481143
CJI97_003531,0.9979966427185591
CJI97_001996,0.997716580302924
CJI97_004867,0.9976233581185332
CJI97_001856,0.9975796931636678
CJI97_005007,0.9975591218968328
CJI97_005324,0.9974008862449103
CJI97_001088,0.9973971740329837
CJI97_001239,0.9972826519212401
CJI97_001702,0.9970008869643415
CJI97_000711,0.9969445583222151
CJI97_004463,0.9967252546147799
CJI97_004526,0.9961171518497753
CJI97_001690,0.9960935183859128
CJI97_000144,0.995870515482399
CJI97_002549,0.9956653170364957
CJI97_001667,0.9952990219318263
CJI97_003565,0.9950542376942686
CJI97_002371,0.9937642499627368
CJI97_005316,0.9929822140191269
CJI97_005440,0.9927089503464869
CJI97_000253,0.9921771091054123
CJI97_004520,0.9919628782009978
CJI97_001358,0.9919577846350891
CJI97_000443,0.99192306895737
CJI97_002043,0.9914899524911013
CJI97_000580,0.9912934294522086
CJI97_000008,0.9908342137897624
CJI97_004439,0.9905304986913076
CJI97_003868,0.9901749301778537
CJI97_002338,0.9900016641823265
CJI97_001333,0.9893058926728453
CJI97_004858,0.9887612700762728
CJI97_003415,0.9871468353146458
CJI97_001189,0.9865640626231237
CJI97_001999,0.9864916573719816
CJI97_001879,0.9860760519156804
CJI97_002877,0.9860449425601674
CJI97_004916,0.9859337149840992
CJI97_004408,0.9856880438580943
CJI97_004803,0.9856862826194928
CJI97_005354,0.9851397808705133
CJI97_004065,0.9847720469721255
CJI97_001611,0.9842922794245245
CJI97_000691,0.9829262370317902
CJI97_004501,0.9827104313277704
CJI97_000726,0.9816934511216611
CJI97_005709,0.9816808531724125
CJI97_003281,0.9779207431762909
CJI97_000297,0.9773574107111399
CJI97_001398,0.97669169418546
CJI97_002979,0.9733281820883458
CJI97_004633,0.9726610685305309
CJI97_003786,0.9719876831888551
CJI97_004260,0.9710844191563685
CJI97_004468,0.9706767504604823
CJI97_003654,0.9690232679269404
CJI97_004810,0.9687421466646088
CJI97_005521,0.9679051874569463
CJI97_001416,0.9673667177598179
CJI97_000933,0.9627081907114322
CJI97_000510,0.9623998714818913
CJI97_003583,0.9620276362658297
CJI97_000641,0.9601618818369404
CJI97_003739,0.9594657438861353
CJI97_000398,0.9591485063150681
CJI97_002092,0.9571009100484253
CJI97_001604,0.9547204649778692
CJI97_005588,0.9535335866809378
CJI97_000505,0.9523042093596276
CJI97_000692,0.9519019855437859
CJI97_005540,0.9506444651934336
CJI97_005383,0.9492443300196652
CJI97_001699,0.9489382149441189
CJI97_002733,0.9449481901968347
CJI97_000414,0.9446044434625994
CJI97_003963,0.9429084360164023
CJI97_001347,0.9351289909333562
CJI97_003713,0.9325529523187367
CJI97_005320,0.9251244764869371
CJI97_004010,0.9251137337922026
CJI97_000446,0.9235613472759868
CJI97_002183,0.9213170383573679
CJI97_004414,0.9191363063860367
CJI97_003848,0.9183708231176652
CJI97_000943,0.9140672536201547
CJI97_003287,0.9071241896704882
CJI97_005535,0.9013497052501948
CJI97_003344,0.9011748305164088
CJI97_001640,0.8950169788740611
CJI97_001315,0.8883566390508472
CJI97_001815,0.8868639597519563
CJI97_001058,0.8864544322914804
CJI97_004690,0.8746571316192963
CJI97_003003,0.8736930778545906
CJI97_000246,0.8703114384213857
CJI97_001625,0.8695034324283067
CJI97_004474,0.867791597808937
CJI97_000326,0.8559381718145591
CJI97_001592,0.8548010588905254
CJI97_002007,0.8544073784017661
CJI97_000332,0.8530304451091657
CJI97_005431,0.8495646736921492
CJI97_003755,0.8455027327250507
CJI97_001089,0.839440457787972
CJI97_004825,0.8381442541756655
CJI97_002709,0.8350943499577356
CJI97_001691,0.8307155787932005
CJI97_002594,0.8210933630997941
CJI97_003308,0.8164713029855514
CJI97_002793,0.8162213235358615
CJI97_001803,0.8039513355656877
CJI97_005493,0.8026815692184931
